Image,SMILES
6_1_2.png,C=CC[N+]1(CC(=O)Nc2ccc(F)cc2)Cc2ccc(cc2)Cc2c(C(C)(C)C)cc(C(C)(C)C)cc2Br.Br.c1ccccc1[N+](=O)[O-]
23_1_0.png,"c1ccccc1C(=O)H
"
15_1_2.png,"C1=CC=C(C=C1)C=CCR
"
20_0_0.png,"Nc1ccccc1c1nnc(R1)o1
"
16_2_0.png,O=C1CCCC[C@@H]1CN(c1ccccc1)c1ccccc1
21_0_1.png,c1ccc(N2c3c(c(c(c3R1)C2=Nc2ccccc2R3)R2)c1
22_1_1.png,"c1ccccc1N1C(R)C(R')C1c2ccccc2
"
21_2_3.png,"Fc1cccc2n1cc(-c1ccccc1)c2F
"
17_2_1.png,"CC(=O)C(N)c1ccccc1
"
22_3_3.png,"Cc1ccccc1N(C)c1cc(OC)c(OC)cc1P(C(C)C)(C(C)C)C
"
14_3_1.png,"CC1=C(C)C2=CC=CC2(C(=O)OC1)C1CCCCC1
"
4_2_1.png,"C=C(c1ccccc1)C1CC1CCN(C(=O)c1ccccc1)c1ccccc1
"
7_1_3.png,"CC(=C)C(NO2)Ar.CC(=O)OC.C(=N\c1ccccc1)C(=O)OC.CF3
"
4_0_3.png,"CCCc1ccc2ccccc2c1
"
4_0_2.png,"CC1=C(C)N(CCc2ccccc2)C=C1C
"
7_1_2.png,CC(=O)OCC(=O)C1CCCCC1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
4_2_0.png,"c1ccc2ccccc2c1.C1CCN(CC1)C
"
7_3_0.png,"CC(=O)c1ccc(c(c1)O)R
"
14_3_0.png,CC1=C(C(=O)OCC2=C(C(C)(C)C(=C(C)C2)C)C(Br)=CC1
17_2_0.png,"RC(=O)C(=O)O
"
21_2_2.png,"c1ccc2c(c1)nc2-c1ccc(Cl)c(Cl)c1
"
22_1_0.png,"c1ccccc1-n1cc2ccccc2c1N
"
21_0_0.png,"c1ccc2[nH]c(c1)nc2-c1ccccc1
"
17_0_0.png,"Cc1ccc(C(=O)C(=O)O)cc1R
"
22_1_2.png,"c1ccccc1N=NN
"
14_1_0.png,"O=C(OCC1=CCCCCC1)C1=C(Br)CCCC1
"
21_2_0.png,"c1ccc(Nc2cccc(R2)n2)c(R1)c1
"
17_2_2.png,"Clc1ccccc1C(=O)C(=O)O
"
22_3_0.png,"Cc1ccccc1C(=O)OS(=O)(=O)c1ccccc1C(C)(C)C
"
4_2_2.png,"O=C1C=CC=C1C[C@@H]1C[C@H]1CCN

"
7_1_0.png,"C1CCNCC1CSC1=NC=N1C
"
4_0_0.png,"C1CCN(R1)C(R2)C1Cl
"
4_0_1.png,"C1CC1C[C@H](CN)R.R
"
7_1_1.png,"c1ccc2c(c1)oc([C@H](Ar)NO2)c2R
"
22_3_1.png,"Cc1ccc(N=N(N)c2ccccc2)cc1
"
21_2_1.png,"c1ccc2c(c1)n(-c1ccccn1)c2-c1ccccc1
"
14_1_1.png,"O=C1OC2=C1C1CCCCC1C1CCCCC12
"
5_4_0.png,"c1ccccc1C(=Cc1ccccc1)C(C)(C)C
"
22_1_3.png,"CC(=O)Nc1cc(Cl)c(Cl)cc1CC(N(C)=C=O)N(c1ccccc1)c1ccccc1.Cl
"
17_0_1.png,"[R+]c1ccccc1C(N)=C(=O)O
"
22_4_0.png,Oc1ccc(c(O)c1)c1cc(n(n1)c1ccccc1)c1ccccc1O
16_1_3.png,"O=C1CCCC[C@@H]1C(NC1=CC=C(C=C1OC)C2=CC=C(C=C2NO2))C
"
20_1_1.png,Nc1nnc(c1R)c1ccccc1N
15_0_3.png,"COc1ccc2c(c1)nc(C(=O)c1ccccc1)c2Nc1ccccc1
"
23_0_1.png,"Cc1cccc(NC(=O)C(Nc2ccccc2)c2ccccc2)c1
"
16_3_1.png,"COC1(C(OC)(Ar)Ar)OP(=O)(O)OC1(Ar)Ar
"
15_2_1.png,"CC(=O)N1C(=CCCN)C=CC1c1ccccc1
"
4_7_0.png,"CCOCC1=CC=C2C=CC=C12C1CC1CCN(S(=O)(=O)c1ccc(C)cc1)C
"
4_7_1.png,c1ccc2c(c1)sc1c2[C@H](C[C@@H]1CCN(C(=O)c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1
23_2_2.png,"CC(N)C(=N)c1ccccc1
"
15_2_0.png,"c1ccccc1/C=C/C#N
"
16_3_0.png,"C(C(O)(C(O)(Ar)Ar)O)C(O)(Ar)Ar
"
23_0_0.png,"c1ccccc1NC(C#N)c1ccccc1
"
15_0_2.png,"OC(=O)c1ccccc1Cc1c(O)cccc1-c1ccccc1N
"
20_1_0.png,"O=C1NC(=O)c2ccccc12
"
16_1_2.png,"O=C1CCCCC1
"
5_1_2.png,"c1ccccc1/C=C/c1ccccc1.c1ccccc1CCCc1ccccc1
"
22_4_1.png,"c1ccc2c(c1)cccc2OTS
"
6_0_2.png,c1ccc2c(c1)nc1ncccc1n2CCCN(C)C
5_3_0.png,"R#R
"
6_2_0.png,"c1ccccc1C1N=C(c2ccccc2)N=C1c1ccccc1
"
5_3_2.png,"c1ccccc1C#Cc1ccc(N)cc1
"
6_0_0.png,"Cc1ccc(C([C@@H]2NC3=CC=CN32)C#N)cc1
"
5_1_0.png,"c1ccccc1C#Cc1ccccc1
"
16_1_0.png,"RC(=O)H
"
7_4_1.png,"CC(C)c1c(NO2)cc2ccccc2o1
"
15_0_0.png,"Cc1ccc(C=CC)c(C#N)c1
"
4_5_1.png,"c1ccc2c(c1)ccc(C1CC1)c2
"
23_0_2.png,Cc1cncn1C1=CN(C2=CC=CCC2)CCN1CC(=O)N1CCSC1
16_3_2.png,O=C1CCCC([C@@H](Nc2ccc(OC)cc2)c2ccc(NO2)cc2)C1
23_2_0.png,"c1ccccc1C=C(C#N)C#N
"
23_2_1.png,"c1ccc2c(c1)cccc2C(NC(=O)c1ccccc1)C#N
"
23_0_3.png,"CC1CCC(O)C1CNC(=O)C(N)CCN
"
4_5_0.png,"FC(c1ccc(c2ccccc2)cc1)OC1CC1
"
15_0_1.png,CC(=O)c1[nH]c2cccc(C)c12
7_4_0.png,"Cc1ccc(c(c1O)CHO)R
"
16_1_1.png,"CC(=O)[C@@H](R5)C(N(R2)R3)(R1)R4
"
22_4_2.png,"CS(=O)(=O)c1ccccc1N(c1ccccc1)c1cccc(S(=O)(=O)N)c1
"
5_1_1.png,"c1ccc(cc1)C=Cc1ccccc1
"
6_0_1.png,COC(=O)C1C2C(C=C)CN(C=O)C2[C@@H]1c1ccccn1
5_3_3.png,OC1=CC=C(C=C1OC)C=Cc1ccc(cc1)C(=O)CCc1ccccc1
7_0_0.png,"c1cc(c(O)c(c1)CHO)R
"
4_1_0.png,"C1CC1
"
7_2_2.png,"c1cc(C(=O)O)cc1[R]C=CC([R1])=NO
"
21_3_0.png,"c1ccc2c(c1)N(C2)c1ccccc1
"
22_2_0.png,"Rc1cccc(N(c2cccc(R')c2)NO)c1
"
21_1_2.png,"c1ccc(-c2c3ccccc3n(c3ccccc3)n2)cc1
"
17_1_0.png,CC(C)(C)SC1[C@@H](NC(=O)[C@H](N)c2ccc(O)cc2)C(=O)N1C(=O)O
14_0_0.png,"CC1(C)CCC2=C1C(=O)OC(=O)C1=C2CCC(R)C1.CCO
"
14_0_1.png,"O=C1CC2=CC=CCC2C1
"
21_1_3.png,"c1ccc(Nc2ccccc2)nc1
"
22_2_1.png,"c1ccc(N(N)Ar)c(R)c1
"
7_2_3.png,"c1cc2c(cc1)oc1c(NO2)cc(R1)cc12
"
4_1_1.png,FC(c1cccc(c2occ(c2)CCN(C)S(=O)(=O)C)c1)Cl
7_0_1.png,"O1C2=CC=C(C=C2)C1[C@H](C)NO2
"
7_0_3.png,"CC1=C(C(=O)O1)c1ccccc1[N+](=O)[O-]
"
7_2_1.png,"c1ccc2c(c1)oc([C@@H](c1ccccc1)NO2)c2
"
4_3_1.png,c1ccc2oc([C@H]3C[C@@H]3CCCO)cc2c1
21_3_3.png,"Fc1ccc2c(c1)nc(-c1ccccc1)c2F
"
17_3_1.png,"Cc1ccc(cc1)C(N)C(=O)O
"
14_2_1.png,CC1(C(=O)C2CCC(C=CC(=O)OCC3=C(C)C(C)(C)CC3)CC2)CCC(=O)C1COC(=O)C1CCCCC1.
21_1_1.png,c1ccc2c(c1)c(c(=O)OR2)n(R)c2R1
22_0_1.png,c1ccc(cc1)-c1cc(n(c1C)c1cc(c(c1OC)OC)P(C2CCCCC2)C2CCCCC2)N
14_0_3.png,CC1(C)CCC2=CC(=O)C(OC(=O)C3=C(X)CCC(R)C3)C21OAc
22_0_0.png,"Cc1ccccc1OTS
"
21_1_0.png,c1cccc2c1c(C)n(R)c2R
14_2_0.png,"CC(=CCCC(=O)O)C(C)C
"
17_3_0.png,"Cc1ccccc1C(=O)C(=O)O
"
21_3_2.png,"FcNc1ccccc1F
"
4_3_0.png,"Cc1cc2ccccc2o1C1CCCCN1S(=O)(=O)c1ccccc1Cl
"
7_2_0.png,"O=C([C@@H]1CCCN1)Nc1ccccc1
"
4_1_2.png,"c1ccncc1-c1csc(C2CC2)c1
"
7_0_2.png,"Oc1ccccc1CHO
"
12_1_2.png,COC1=CC2=C(C=C1OC)N(C(C)(C)C(=O)N(C)OBn)C2=O
11_0_2.png,"[R1]c1nn([R3])n([R2])c1Ar
"
8_3_3.png,"Cc1cccc(N2CC(C=C(C)C)NC2=O)c1.Fc1ccccc1
"
11_2_0.png,ClC(Cl)=C(N=Nc1ccccc1R2)C#CR1
19_4_0.png,"CC(=O)C(C(=O)c1ccccc1N)C(=O)c1ccccc1
"
8_1_1.png,"c1ccc(CNCCN)c(NO2)c1
"
2_2_0.png,"Clc1ncnc2[nH]ccc12
"
18_0_1.png,Cc1ccc2c(c1)nc1c(c2)C(C(C(=O)C(C)C)(O)C)C1=O
2_0_2.png,OC1C(O)[C@@H](n2ccc3c2ncn3C)C(O)C1O
1_1_2.png,"c1sc2c(c1)c1c(c(c(c1R)R)S)c1c(c(c(c1R)R)S)c1c(c(c(c1R)R)S)c21
"
10_4_2.png,"c1ccccc1C(=O)N(N=N)O
"
2_0_3.png,"C[n]1cnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc1
"
18_0_0.png,"[R].[c1ccc2nc(CR1)ccc2c1]
"
2_2_1.png,"c1c[nH]c2ncnc(R)c12
"
8_1_0.png,"C=CCNc1ccccc1N=N
"
11_2_1.png,C(#Cc1ccccc1)c1nnc(-c2ccccc2)n1
19_4_1.png,"Nc1ccc2c(c1)c(C(=O)c1cc(N)c(R2)c1R1)cc2N
"
8_3_2.png,"CC(=C)C1NC(=O)C2=CC=CCC2N1c1ccccc1
"
3_4_2.png,CC(C)(C)OC(=O)CC[C@@H](CC(=O)O)NF(c1ccccc1C(=O)O)
12_1_1.png,"CC(C)(NC(=O)OBn)Nc1ccccc1C(=O)OC(F)(F)C(F)(F)F
"
3_4_0.png,"CC(C)(C)OC(=O)C[C@@H](CCCO)N(C[C@H](C)Ph)Bn
"
11_0_1.png,"c1ccc2c(c1)c1nnc(n1)n1nnc(c21)c1ccccc1R1R2
"
19_6_1.png,"Clc1ccc(cc1)C1CN(C(C1)c1ccccc1)C(C)c1ccccc1
"
8_3_0.png,"O=C(O)c1cc(R1)ccc1[N+](=O)[O-]
"
19_4_3.png,"Cc1cccc(c1)C(=O)N[C@@H](C)C(=O)N1Cc2ccccc21
"
11_2_3.png,Cc1ccc(C)cc1C#Cc1cncn1c1ccc(OC)cc1
2_2_3.png,Cc1ccc(C2=NC=Nc3c2ccn3[C@@H]2O[C@H](CC(=O)Oc1)[C@@H]2OC(=O)c1ccccc1)cc1
2_0_1.png,"c1cn2c(ncn2R)c1X
"
18_2_0.png,"Cc1cn2ccccc2c1
"
10_4_0.png,"O=C1N=NN=C1c1cccc(R)c1
"
1_1_1.png,c1sc2c(sc1Bpin)c1sc(c(sc1Bpin)c2)S
1_1_0.png,"c1sc2c(sc1)c1sc3c(sc12)c1sc(c(sc13)S)S
"
18_2_1.png,CC(=O)c1cc(C)nc2ccccc12
10_4_1.png,"O=C1N=NN(C(=O)c2ccccc2)C2=CC=CC=C12
"
2_0_0.png,"Clc1ncnc2c1ccn2X
"
2_2_2.png,C[C@H]1O[C@@H](n2ccc3c2nc(Cl)nc3)[C@@H]1OC(=O)c1ccccc1
19_4_2.png,Cc1ccccc1C(C(=O)N)c1c[nH]c2ccccc12
11_2_2.png,Cc1ccccc1C1=NN=C(C2=CC=CC=C2C#Cc2ccccc2)N1N=N
8_3_1.png,"O=C1N(R2)C(NO2)=C2C=CC=C12
"
4_11_0.png,"c1ccc2ccccc2c1CN1CCC(Br)CC1
"
11_0_0.png,"c1ccccc1C#CC(=O)C[R1].[R2]c1ccccc1
"
3_4_1.png,"CC(=O)OC.CN(CC=CO)C(C)c1ccccc1
"
12_1_0.png,"c1ccc2c(c1)co2
"
9_1_2.png,"O=C(N1CCCC1)Oc1ccccc1
"
18_4_3.png,"CC(C)(O)C(=O)C1=CC2=CC=CC=C2N1
"
2_4_0.png,"CCc1cccc(-c2ncnc3[nH]cc23)c1
"
13_1_1.png,O=C1N(R1)C(C(=C(R3)R2)(C(=O)OC)C(=O)OC)=C1R3
9_3_0.png,"C(C)(C)OC(=O)N1C[C@@H](Y)[C@@H]2O[C@H](X)C[C@@H]21
"
10_0_1.png,"O=C(N1N=NC2=CC=CC=C21)C(=O)R1
"
3_0_1.png,"CC(=O)O.NCCCC(=O)O
"
11_4_0.png,"c1ccc2c(c1)c1nnc(n1)n2
"
19_2_0.png,"CC(=O)c1cc(R)cc(R)c1N
"
3_2_3.png,"C[C@H](N(C=C1C=CC=C1)Cc1ccccc1)CCO[Si](C)(C)C
"
4_9_0.png,Cc1ccc2c(c1)ccc(c2)CC(C)(N(C)S(=O)(=O)C)CCC(=O)O
19_0_2.png,COC1=CC2=C(C=C1)NC(=O)CCCCCC/C=C\CCCC/C=C\CC2NC(CCCCN(CCCO)CC)c1ccc2c(c1)cc(OC)c2
19_0_3.png,"CC(C(=O)c1ccccc1N)C#N
"
4_9_1.png,Cc1ccc2c(c1)N(C)c1ccc(C(CCCl)N(C)S(=O)(=O)c3ccccc3)cc12
3_2_2.png,CCO[C@H](CC(=O)N[C@@H](Cc1ccccc1)N1CCOCC1)C(=O)N1CCc2ccccc21
11_4_1.png,"c1ccc2c(c1)c1ccccc1c21nnnc1n1nnc(c2ccccc2)n1
"
19_2_1.png,"c1ccc2c(c1)c(=O)n(c2=C(C)CN)R
"
3_0_0.png,"The provided image is insufficient to generate a SMILES string.  The image shows fragments of molecules, not a complete structure.  To generate a SMILES string, a complete, connected chemical structure is needed.
"
10_0_0.png,"The image only shows a partial structure,  specifically R¹≡⁺ and a substituted benzene ring R².  A complete SMILES string cannot be generated without knowing the identities of R¹ and R².
"
13_1_0.png,"CC(=O)N(C(=O)OC)C(=O)OC
"
18_4_2.png,Clc1ccc2c(c1)nc(C)cc2
13_3_2.png,"O=C1N(c2ccccc2)C(Br)(c2ccc(C)cc2)C(=O)N1C1CCCCC1
"
13_3_0.png,"O=C1N=C(C(=O)N1c1ccccc1C#CR2)R3R4
"
9_1_1.png,"C=CCN[C@@H](C=C)C[C@@H](OBn)OBn
"
18_4_0.png,"Rc1ccc2c(c1)nc(C)nc2
"
10_2_0.png,"O=C1N=NN=C1c1ccccc1
"
13_1_2.png,CC(=O)N1C(=O)C(=C\c2ccccc2NC(C)(C)C=C)N1c1c[nH]c2ccccc12
3_0_2.png,"C(=O)C(C(=O)O)N[C@@H](C)R.C(=O)C(C(=O)O)N[C@H](C)R
"
11_4_3.png,"c1ccc2c(c1)c1nnc(c21)c1nnc(c1)c1ccccc1
"
3_2_0.png,"CC(=O)OCCCC=O
"
4_9_3.png,"c1ccncc1-c1ccsc1CC(N(C)S(=O)(=O)C)CCl
"
19_0_1.png,Cc1c2ccccc2[nH]c1C(=O)C(N)Cc1ccccc1
19_0_0.png,"Cc1ccc(cc1)C(=O)CC(C)N
"
4_9_2.png,CN(C)c1ccc2c(c1)CN(C)c1cc(c(oc1)CCCl)S(=O)(=O)C
3_2_1.png,"CC(=O)CO[Si](C)(C)C(C)(C)C
"
11_4_2.png,Brc1ccccc1c1nn(c1N)[N+]#[C-]Cc1ccccc1
13_1_3.png,CC(C)(C)c1cn2c(=O)n(c12)c1ccc(cc1)c1ccccc1NC(=O)c1ccccc1CN1C(=O)c2ccccc2N1C(=O)c1ccccc1
18_4_1.png,"Cc1nc2nc(c(C(C)=O)c12)c1ccccc1
"
10_2_1.png,O=C1N=NN(CC(=O)c2ccccc2)N1c1ccccc1
9_1_0.png,COc1ccc2c(c1)ncn2C1N(C(R1)(R2)C[C@H]2OC(R3)(R4)[C@@H]12)
13_3_1.png,"The image is incomplete and doesn't provide enough information to generate a valid SMILES string.  The substituents R1, R2, R3, and R4 are undefined.  A SMILES string requires specific atom identities and connectivity.
"
10_5_0.png,"O=C1N=NN(C(=O)c2ccccc21)c2ccccc2
"
18_3_0.png,"c1ccc2nc(CR1)cc2c1
"
1_0_1.png,c1cc2c(cc1)sc1cc(c(cc1)S2)Sc1cc(c(cc1)S)S
3_1_4.png,"OC(=O)C[C@@H](OTBS)NF(c1ccccc1C(=O)Nc2ccccc2)
"
11_3_3.png,c1ccc(cc1)N1N=NN=C2C1=Nc1ccccc1C2=NNc1ccc(cc1)CN
8_0_2.png,"Clc1cccc2c1N1C(=O)N(C(C(=O)NC(C)(C)C)c3ccccc3Br)CC1N=NN2
"
4_12_3.png,CCCOc1ccc2ccc([C@@H]3CCN(S(=O)(=O)c4ccccc4)C3)cc2c1
12_0_1.png,"O=C(NC(C(=O)O[C@@H](C(=O)Nc1ccccc1)C(R2)(R3)R4)c1ccccc1R1)R5
"
3_5_0.png,"CC(=O)N[C@@H](CCC(=O)O)N1C=C2C=CC=C2C1=O
"
11_1_1.png,"c1nnc(Ar1)n1
"
4_10_1.png,"C=CCNHTs
"
8_2_0.png,"Cc(C)CN(Cc1ccoc1)C(=O)c1ccccc1[N+](=O)[O-]
"
4_10_0.png,"ClC1CCN(c2cccc3ccccc23)CC1
"
8_2_1.png,"CC(=O)CN(Cc1ccco1)C(=O)c1ccccc1N
"
11_1_0.png,"Ar1=NN=Ar2
"
3_5_1.png,CC(C(=O)N(C(C)c1ccccc1)C(C)(C)c1ccccc1)CCO
12_0_0.png,"c1cc2c(cc1R)on2
"
8_0_3.png,Cc1ccc2c(c1)c(=O)n1c(ccc1C)C(=O)N1C=CC(C(C)=O)C1=O
4_12_2.png,"C=CCCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)H
"
11_3_2.png,Cc1ccc(C)c(-n2nnc3c2c(-c2ccccc2)nn3-c2ccccc2)c1
19_5_2.png,"c1ccc2c(c1)nc(c2c1ccccc1)C(=O)N
"
2_3_2.png,"COC(=O)c1cccc(c1)-c1cn2c(n1)c(OC(=O)c1ccccc1)c(OC(=O)c1ccccc1)c2C#N
"
1_0_0.png,"c1sc2c(sc1)c1c(sc(c2)S)sc1S
"
10_5_1.png,"OC1=NN=C1C#Cc1ccccc1
"
18_3_1.png,c1ccc2c(c1)ccnc2C(C(C(=O)C(C)(C)O)C)C(C)(C)O
2_1_0.png,"c1ccc(-c2ncnc3[nH]ccc23)cc1
"
18_3_3.png,"Clc1ccc2c(c1)ccn2CC(C(C)(O)C(=O)OCC)C(=O)OCC
"
1_2_0.png,C#Cc1sc2c(sc1C#C)c1sc(c(s1C#C)C#C)c2sc1C#C
12_2_0.png,"c1ccc2c(c1)OCO2.CC(C)(Br)C(=O)NOc1ccccc1.OCF3
"
19_5_0.png,"CC(=O)c1ccccc1N
"
4_12_0.png,"c1ccc2ccccc2c1[C@@H]1CCN(C(=O)C(F)(F)F)C[C@H]1Cl
"
8_0_1.png,C1=CC2=C(C=C1)C(=O)N(C(C=C(R4)R5)R3)CC2=NR2
11_1_2.png,"C1=CC=C(C=C1)C(=C(Cl)Cl)N=NC2=CC=CC=C2
"
4_10_2.png,"Cc1ccc2ccccc2c1N1CCC(F)CC1[S](=O)(=O)C
"
11_1_3.png,"ClC(Cl)=C(C#Cc1ccccc1)N=NC1=CC=CC=C1
"
4_12_1.png,"Cc1ccc(S(=O)(=O)N2CCC(Cl)C2)cc1
"
8_0_0.png,O=C1N(CR2=C(R3)CR4R5)C(NO2)=C2C=CC=C12
19_5_1.png,"CC(=O)C(C#N)(c1ccccc1)c1ccccc1
"
11_3_1.png,"c1ccccc1-c1nnc(-c2ccccc2)n1-c1nnc(Ph)n1
"
12_2_1.png,"CC(=O)N1C(=O)c2ccccc21
"
1_2_1.png,"Ic1sc2c1c1c(sc3c2c2c(sc4c3c3c(sc1I)c(c3I)c42)I)I
"
2_3_1.png,CC1=CN=C2C(=N1)N=CC2C(OC2OC(C(=O)OC2)C(C)=O)=O
18_3_2.png,Clc1ccc2nc(CC(=O)C)nc2c1.CC(=O)C(O)(C)Cl
3_3_0.png,CN(CC[C@@H](CO)C(C)(C)O)C1=CC=C2C(=C1)C=CC=C2
19_1_1.png,"CC(=O)c1ccc(R1)c(R2)c1NO2
"
3_1_2.png,CC(=O)C(C(OTrt)C(=O)O)NFmOC
13_2_0.png,"C#Cc1ccccc1N1C(=O)C(=O)N(C)C1=O
"
9_0_1.png,"COc1cc2ncnc(N3CC[C@H](O)C[C@@H]3Y)c2c1OC
"
18_5_0.png,"CC(C(=O)O)Cc1cccc2ccn12
"
10_3_1.png,"O=C1N=NN=C1c1ccccc1CC(=O)R
"
18_5_1.png,"CC(=O)c1cc(C)nc2ccccc12
"
9_0_0.png,"O=C(N1CCCC1=O)C(OBn)OBn
"
13_2_1.png,C(=O)C1=C(N=C(c2ccccc2)C2C(C(=O)N1C)=C(Ph)C2=O)C
19_1_0.png,"There is no complete chemical structure shown in the image.  Therefore, a SMILES string cannot be generated.  The image only shows fragments of molecules.
"
8_4_1.png,"CC(=O)c1ccccc1C(=O)N(CC)Cc1ccoc1
"
4_8_2.png,Cc1ccc(c1)Oc1ccc(c1CC(Cl)N(C)S(=O)(=O)c1ccc(cc1)C(F)(F)F)
3_3_1.png,C[C@H](N(CBr)CC[C@H](CO)OTr)c1ccccc1
3_3_3.png,"Cc1ccc2c(c1)C(=O)NC(C(=O)O)C(O)c2c1ccccc1
"
4_8_0.png,"c1ccoc1C[C@@H]1CC1CCN(S(=O)(=O)c1ccccc1)C
"
19_1_2.png,"c1ccc(cc1)NO2
"
3_1_1.png,"CCN(CC(=O)CO)C
"
2_5_0.png,CCCCc1nc2nccc2c1N1[C@H](OC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C[C@@H]1OC(=O)c1ccccc1
9_2_0.png,"CO[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1O
"
10_1_1.png,O=C(CC(=O)N1N=NC2=CC=CC=C21)C1=CC=CC=C1C(=O)N1CCCC1
9_0_2.png,"COc1ccc2c(c1OC)ncn2c1c(Cl)c(O)cn1COB
"
10_3_3.png,"CC(=O)CCCCCCc1nnc2ccccc2n1CC(=O)C(C)(C)C
"
10_3_2.png,O=C(CC(=O)c1ccccc1)n1nnn1c1ccccc1
10_1_0.png,"O=C1Cc2c(R1)cc3c(c2N=NN1)N=N3
"
9_2_1.png,"C[C@@H]1CN(C(=O)OC(C)(C)C)[C@@H]2[C@H](OMe)CCO12
"
13_0_0.png,"C=C1C(=O)N(C(=O)C1=[N+]([R4])[R3])[C]1=CC=C(C#C[R2])C=C1[R1]
"
3_1_0.png,"CC(=O)H
"
4_8_1.png,Fc1cccc(C=C[C@@H]2C[C@H]2CCN(C(=O)c3ccc(S(=O)(=O)O)cc3)c1
3_3_2.png,O=C(O)[C@H](CC(=O)N1CCc2ccccc2C1)OTBS
